,index,recommend,content,datetime
30,31,True,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,2025-07-10 12:40:39
31,32,True,혼자하는건 비추....같이할사람 모아서 하거나 디스코드같은 클랜 들어가서 시작하는게 더욱 재밌음ㅋㅋㅋㅋ,2025-07-10 11:11:13
32,33,True,이 게임을 하려고 컴까지 샀습니다 ㅎㅎㅎ 만족스럽게 너무 잘하고 있어요!!! 팰 너무 귀여움 ㅠㅠㅠㅠ,2025-07-10 09:38:59
33,34,True,처음엔 양과 닭 포켓몬이 너무 귀여워서 때리기도 미안했지만 어느새 성능과 효율만 비교하고 몬스터는 디지털 쪼가리로 인식하고 있는 당신을 발견하게 될 것 입니다.,2025-07-10 08:39:39
35,36,True,인싸가 아닌 혼자도 충분히 즐길수있는 게임. 팰들이 일을 잘 안하면 푸주칼을 들고 진실의 방으로 가시면 됩니다.,2025-07-10 05:35:22
36,37,True,is good,2025-07-10 03:42:25
37,38,True,찌릿도치 죽을때소리 우줓최강기여움❤️,2025-07-10 00:48:57
39,40,True,"(코어키어,노맨즈스카이,원스휴먼,슬라임런처,돈스타브투게더,산소미포함,좀보이드,리프트브레이커,스페이스엔지니어,터번마스터,테라리아,발헤임,폴아웃,더포레스트,플렌트크레프트 해봤음) 건설 크래프트종류 게임 2000~3000시간 밖에 못 즐겨본 유저입니다. 건설/크래프트 장르나 포켓몬처럼 팻을 잡아서 키우는걸 좋아하시거나 원스휴먼처럼 팻 또는 동물을 교배해서 내가 원하는 팻을 띄우기 좋아하시는분들은 고민 걱정 말고 무조건 하세요. 네 뭐 그냥 하세요. 재미있습니다. 그냥 재미있어요. 게임지원하는 오픈서버도 있고 개인서버 열어서 여러사람들 같이 하는 그런 서버들도 있습니다(서버는 검색해보면 한국서버 하는 곳 꽤많음) 사람들과 같이하시 싫으시면 혼자해도 물론 재미있습니다. 모드질 엄청 발라서 하고싶은데로 해도 재미있구요 바닐라도 재미있습니다. 네 맞아요 재미있어요. 위의 제가 해본 장르 중 재미있었던게 있다면 그냥 구매하세요. 어서 장바구니에 담으세요.",2025-07-09 20:43:24
40,41,True,33000원일때 무조건 사세요,2025-07-09 17:00:23
41,42,True,친구들이랑 하는데 너무 재밌어요! 어려운데 차근차근 하다보면 얼추 이해돼요! 시간가는줄 모르겠어요,2025-07-09 15:25:38
42,43,True,내 최고의 게임 앞으로 업데이트 많이 해줘,2025-07-09 15:06:49
43,44,True,"다 좋은데 맥북에서도 할 수 있게 해주세요,,,",2025-07-09 13:46:35
44,45,True,유기하지 않고 이가격에 이 컨텐츠면 고티게임이죠,2025-07-09 11:16:19
45,46,True,귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워귀여워,2025-07-09 07:20:03
46,47,False,포켓몬 짭 주제에 너무 설침,2025-07-09 02:35:27
47,48,True,이겜이존나재밌는이유는어느새쌓인패트병개수가 말해주고있습니다,2025-07-09 01:48:16
50,51,True,진짜 수집하고 탐험하고 제작하고 토벌하고 취향에 아주 잘 맞는 게임 근데 팰 찾는다고 몇시간씩 뛰어도 안보이는건 시팔 너무한거 아니냐고,2025-07-08 15:40:49
51,52,True,한 30시간만 넘어도 질릴듯,2025-07-08 08:17:39
52,53,False,오픈월드갓겜이라고 빨아재껴서 친구가 권유해서 함 해봤는데 오픈월드라고 하기에 오픈월드 값이 아까운 좆병신겜. 맵만 존나크고 맵에 상호작용가능한 물체가 좆도 없음. 스토리 1도 없고 상호작용이랑 스토리 눈꼽만큼도 신경안쓰면 하셈. 얼리엑세스 출시한지 1년 반됫는데 아직도 점프는 물속에서 점프하는듯한 모션을 처가진 ㄹㅇ 노답 좆병신 모션있음. 왜 매긍인지 이해안감. 대긍이면 몰라도 메타크리픽71점인 이유가 있다. 억지로 해봤는데 딱봐도 상호작용 좆도 없으면서 팰 잡고 공장돌리고 무지성 노가다만 존나게 뚜까뚜까하는 겜인게 눈에 딱 보여서 환불때렸는대 안해주길래 라이브러리에 보기도 싫으니 걍 영구제거 때린다 ㅅㄱ 내가 겜을 많이 즐기는 편은 아니지만 라이브러리 채우는 맛으로 스팀에서 겜 사놓고 반은 실행조차도 안하는데 얘는 ㄹㅇ 돈 아까움 ㅇㅇ 개발사 발언 보니까 포켓몬짭겜인거 존나 투명한데 닌텐도 욕하면서 병신같은 소리하던데 게임 좆도 못만들면서 자존심만 존나 자아비대해진거 같은데 개발사언행 마이너스 적립하고 갑니다 돈 땅바닥에 갖다버렸다 ㄹㅇ,2025-07-08 04:54:10
53,54,True,고소만 더 당하지 말자,2025-07-08 03:38:14
54,55,True,할거많고 모으는 재미 있고 최고의 게임중에 하나!,2025-07-08 00:17:42
55,56,True,"어려움 난이도가 너무 비합리적으로 적들이 강해짐. 예를 들면 레이드몹과 오일리그 바닐라 솔플은 아예 불가능하고 적어도 풀템풀팰 3명은 모여야 깰수있게 설계가 돼서 멀티 안하는 사람은 그냥 노말로 내리던가, 거점팰 늘리던가 해야됨; 굉장히 김빠지는 설계라고 생각함. 인원이 늘면 난이도가 상승하는 식으로 난이도 설계가 패치됐으면 좋겠음",2025-07-07 20:04:19
56,57,True,이거 근데 사실 잘만든 게임인거 아무도 부정 못할듯ㅋㅋㅋ정시 출시 아직 아닌 것 같은데 그런 것 치곤 진짜 잘만들었고 최적화도 이정도면 잘되어있음ㅇㅇ아..단점은 죽인 팰 굴러다니는거 거슬림ㅇㅇ 그거 외에는 다 좋음~비록 표절이라곤 하나..포켓몬보다 더 귀여운건 사실이잖ㅋㅋ그리고 팰들이랑 같이 잠도 자고 같이 일도 하고 그게 좀 귀여움ㅇㅇ 밥도 먹이고~타고다닐 수 있고..집 꾸미는 맛도 있고,2025-07-07 18:08:15
57,58,True,"★친구들과 할거면 서버호스트는 꼭 게임을 많이할 친구, 컴퓨터가 좋은 친구가 서버호스트를 하자★ 서버호스트를 이전하는방법이 존재는하지만 어렵고 복잡하기때문에 반드시 컴퓨터가 좋거나 게임을 많이할친구가 꼭 서버를 열어주도록 하자.",2025-07-07 14:50:22
58,59,True,귀여운 팰 친구들을 줘팰월드,2025-07-07 14:39:26
59,60,True,포켓몬 스바랑 비교했을 때 여기가 더 오픈월드로서 좋았음 다만 몬스터의 다양성은 포켓몬이 더 좋았음,2025-07-07 14:28:58
61,62,True,게임이 너무 재밌다,2025-07-07 12:38:37
62,63,True,재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데재밌긴한데 재미없는데 재밌는데 재미없는데 재밌음,2025-07-07 12:37:24
63,64,True,살까 말까 고민하지말고 그냥 사세요. 세일할때 진짜 재밌습니다..흐,2025-07-07 11:25:19
64,65,False,"(3줄요약) 포켓몬 이슈 발사대 그래도 게임의 구색은 갖추고 있으나 엔딩 나왔을때 평가 보고 사셈 이대로는 살만한 게임이 아님 이 게임은 운영의 모티브를 현질이 없는 리니지라이크로 잡고 있음 초중반에는 적당히 노가다할만한 수준의 자원을 먹고 그만한 성취감과 성장을 줄 수 있는 마일스톤이 마련되어 있지만 후반으로 갈수록 준비된 마일스톤은 적어지고 순수 시간 박치기 노가다의 비중이 높아지며 노가다의 중요성 또한 높아짐 140시간을 여러 자원 곱배기 모드를 써가면서 노가다를했는데도 게임사가 준비한 멘트가 후련한 엔딩 코멘트가 아니라 '응 너 아직 하드모드 보스는 커녕 노말 마지막보스도 못깸ㅋ'이었을 때 이 게임에 대한 흥미는 다 식었음 내가 키우고싶은 포켓몬 키워서 엔드 컨텐츠 보는게 가능할지도 의문이고 150시간박은 포켓몬 버리고 개사기포켓몬이랑 스펙업에 300시간을 더 박은 다음 개노잼 노개성 노애미 드림팀을 만들 바에는 걍 게임 접는게 나을것 같아서 접음 추가로 그렇게 막 몇백시간씩 노가다해서 그 버전의 최종 스펙을 만들어봤자 다음 업데이트때 새로운 광물 나오고 새로운 노가다가 추가되며 니가 했던 노가다는 편의성이 올라감 진짜 그냥 엔딩 나오고 출시하기 전까지는 할 이유가 없는 게임임 그나마 나은 점은, 리니지는 게임의 구색조차 갖추지 못했지만 팰월드는 게임의 구색 정도는 갖춘 편이기에 시간이 남아도는 인간이던가 팰이너무좋아팰박이할래 하는 사람들은 할만할수도?",2025-07-07 11:14:48
65,66,True,내가 진짜 퍼리는 아닌데 베비뇽은 진짜 개꼴리네,2025-07-07 10:54:30
66,67,True,"팰월드 vs 왁타버스 [Q. 게임이 재미있나요?] Yes | No [Q. 남녀노소, 팬덤이 아니더라도 누구나 쉽게 즐길 수 있나요?] Yes | No [Q. 원작자보다 좋은 방향의 성과를 냈나요?] Yes | No [Q. 팬덤이 온갖 커뮤니티들을 적으로 돌리고 분탕을 치나요?] No | Yes [Q. 팬덤이 원작자 쪽에 싸이버 불링과 테러를 일삼나요?] No | Yes 아.... 그저.... 나여 우왁굳!",2025-07-07 08:52:03
68,69,True,"정가일때 살까말까 고민하다 다음날 할인 할때 구매해서 바로 했는데 진짜 시간가는줄 모르고 플레이 했습니다. 뭐 표절작, 대표 헛소리 흠.. 감안하더라도 다른게임의 좋은점만 뽑아왔다보니 게임자체는 재미있습니다 플레이 하다가 막히거나 좀더 좋은 방향으로 했으면 좋겠는데 생각드시면 유튜브 고브 채널 보세요 저는 개인적으로 저분한테 도움 많이 받았습니다 그럼전 다음 업데이트때 돌아오겠습니다",2025-07-06 23:26:12
69,70,True,밀렵꾼이 팰을 잡는걸 보고 충격먹었지만 어느새 나도 밀렵꾼이 되어있음,2025-07-06 19:25:21
70,71,True,번식 노가다,2025-07-06 15:42:48
71,72,True,"재밌기는 뒤지게 재밌는 게임, 팰월드 모르는 뇌가 부럽다 이 리뷰를 본다면 그 어떤 정보도 찾아보지 말고 있는 그대로 팰월드를 '혼자' 해보길 바란다",2025-07-06 14:26:40
72,73,True,말이 필요한가,2025-07-06 12:46:21
73,74,True,이것저것 맛있게 잘 비빈 게임,2025-07-06 12:07:29
76,77,True,노가다 겜 좋아하는 사람에게 추천함. 그리고 펠이 귀여움.,2025-07-06 11:16:16
77,78,True,고소 안통해서 산다,2025-07-06 09:48:22
79,80,True,good game,2025-07-06 07:08:28
81,82,False,버그 땜시 꺼지지도 않음....,2025-07-06 06:49:27
82,83,True,whgdma,2025-07-06 06:08:28
83,84,True,1. 총평 성공한 게임 및 컨텐츠에서 여러 요소를 가져와 만든 비빔밥 같은 게임입니다. 아직 앞서해보기로 매끄럽지 못한 부분들은 있으나 충분히 즐겁게 즐길만한 요소가 많아요. 게임 환경설정을 통해 게임 플레이의 속도를 조정 가능한 것도 장점이 될 수 있습니다. 2. 내용 귀여운 디자인에 다소 잔혹할 수 있는 세계관을 가지고 있어요. 전체를 꿰뚫는 큰 줄거리가 약해서 골수팬을 양성하기는 어렵지만 진입장벽이 낮다고 느껴져요. 마치 풍선 또는 비치볼 같은 펠 디자인 특성 때문인지 타격감은 약해요. 교배 시스템이 중요하지만 반대로 다른 모든 즐길거리를 망쳐버릴 수 있어요.,2025-07-06 02:41:39
84,85,True,잘 키운 제노그리프 하나 10 전설 부럽지 않다.,2025-07-06 02:11:13
85,86,True,SSSSSSSSSD,2025-07-06 01:29:06
86,87,True,시간 없어짐,2025-07-05 16:07:01
87,88,True,재밌습니당 !,2025-07-05 12:56:10
93,94,True,팰이 귀엽고 이쁘고 멋있고 재밌고 짱짱입니다,2025-07-05 04:26:16
95,96,True,솔직히 굉장히 재밌음.,2025-07-04 18:49:57
96,97,True,아무리 포x몬 짭같아 보여도 진짜 너무 재밌어서 시간가는줄 모름니다 지금 할인할때 하세욧!!!!!!!!,2025-07-04 13:53:03
97,98,True,게임 업데이트도 많고 버그픽스도 잘 해줘서 잘 이용중입니다. 재밌습니다.,2025-07-04 13:30:52
98,99,True,나의 인생갬임 내가 내 성격에 한 게임에 집중하지 못하는 성격인데 이겜은 처음으로 3일 연속함 더 할 예정,2025-07-04 12:43:42
