,index,recommend,content,datetime
25,26,True,스토리가 박았다 뭐 진행이 매끄럽지 않다 등 다양한 불평거리가 많지만 여전히 무기 제작 방식은 매우 재밌고 어떤 상상력을 펼치느냐에 따라 게임의 난이도와 재미가 기하급수적으로 달라진다. 데드 스페이스 골수팬들은 3회차이상해야 진정한 재미를 느낄 수 있을것 같다. 다만 엑박에서 사용할 수 있는 배급표의 이용은 아직 안넘어온듯하며 이부분을고쳐주면 더 재밌게 플레이할 수 있을것 같다.,2024-10-02 16:56:42
26,27,False,"1,2와 다르게 색다른 게임성은 있고 무기조합이라는게 생겨서 재밌기는 한데 전작에서 활약한 엘리는 넌씨눈이 되고 아이작은 여전히 호구임 사이드 퀘스트를 돌지 않는 이상 불륨이 없음 기존에 슬리셔를 배제하고 신규 네크로모프를 넣었지만 이 개새끼들은 오는 속도도 빠른데 하반신을 잘라도 ㅈㄴ 빠름 또 좁아죽겠는데 인해전술수준으로 앞뒤로 다 오니까 계속 쳐맞게 되고 기존에 사지절단이 아닌 걍 레포데처럼 좀비한테 총 쏘고 하는게임이 되버림 또 시체사라짐이 심해가지고 얘들과 싸우면서 파밍은 못하고 탄창만 낭비하는 손해보는 싸움이 되버림 1, 2, 리메이크를 재밌게 플레이해봐서 참고 엔딩까지는 봤는데 3에서 왜 프렌차이즈가 끊킨 이유를 알거같음",2024-09-30 05:32:51
27,28,False,지금이라도 시리즈 리메이크 해서 다행이다.,2024-09-08 13:06:02
28,29,True,추울때 하면 재밌음,2024-08-23 18:38:52
29,30,False,"3편은 개발할 때 전작들과 다른 특유한 메커니즘을 시도한 거 같습니다. 돈 크레딧, 상점이 없어지고 고물 쪼가리들 모아서 그거로 약이나 탄약 만듭니다. 그리고 전작들에서는 플라즈마 커터 포함해서 게임에서 주어진 무기들만 사용했는데 이번 3편에서는 총을 직접 만들어서 씁니다. 3편은 개인 취향 호불호 잘 탈 거 같습니다. 저는 뭔가 게임이 복잡한 거 같고 스토리 특히 마지막 엔딩도 찝찝하고... 전체적으로 뭔가 게임이 불편합니다. 또 버그도 엄청 많습니다. 애초에 프레임이 60 넘어가지 않도록 만든 게임이라 그런지 브이싱크 해제하면 시체들 하늘로 치솟고 회전개비 마냥 공중에서 빙글빙글 돌아버립니다. 게임 최근 평가가 '복합적'인 이유는 있긴 있네요. 데드스페이스는 2편이 전체 시리즈 중에서 가장 최고였던 거 같습니다.",2024-08-04 02:20:41
30,31,False,그래픽4/5 스토리2/5 플레이만족도3.5/5 데드스페이스 시리즈를 처음 접한 작품으로 플레이자체는 만족스러웠다. 부위별로 약점이 존재하는 적들과 다양한 무기개조 시스템 그리고 잘 짜여진 사이드 퀘스트로 전달하는 행성의 완성도 등 플레이를 즐길만한 요소가 많았다. 하지만 스토리의 결말에 해당하는 부분을 dlc로 파는 것이 스토리와 플레이 경험을 깍아먹었다.,2024-07-12 05:27:44
31,32,True,"""데드 스페이스3는 공포게임으로 계획되지 않았고 대중성 확보를 위해 협동 액션과 언차티드 스타일의 내러티브 설정에 중점을 두었으나 핵심인 공포를 줄여 신규 팬은 물론 기존 팬들에게도 외면받았다."" 아픈 손가락이지만 게임성은 출시년도를 감안해도 우수하다 호불호가 갈리지만 무기 부품과 개조 시스템은 리플레이 가치를 따지면 꽤 봐줄만한 요소이고 밀폐된 함선 속 실내 전투의 긴장감만큼은 여전하다 처음으로 인간과 대립하며 전투를 벌이고 협동모드에서 존 카버와 아이작 두 인물 간의 바뀌는 상호작용과 컷신을 보는 재미도 있으며 특히 OST는 가장 뛰어나다",2024-06-02 18:35:05
33,34,True,게임이 존~~나게 피곤하네요 ^^ 재밌습니다~~? 한번 해보세요~~,2024-03-23 12:09:30
34,35,True,"매우 재미있고 시간가는 줄 모르고 함, 하지만 이건 데드 스페이스가 아니야",2024-03-09 13:25:13
35,36,True,코옵으로 해봤는데 멀티로는 재밌음 친구 없이 혼자 하면 재미 없을듯,2024-03-01 06:17:24
36,37,True,공포겜의 색깔이 많이 옅어진 대신 무기 커스터마이징/캐주얼해진 전투는 나름 재밌음 전체적으로 희망없는 스토리 흐름은 나쁘지 않은데 인물간 치정싸움 나올땐 3류 아침드라마 같음 인물간 갈등을 최소화 했다면 평가가 전체적으로 더 좋아지지 않았을까 싶기도,2024-02-19 09:46:45
37,38,True,"처음 해본 2인 공포물, 한글번역도 제대로 안되어 있고 맵도 너무 어둡고 깜놀부분도 많고.. 어렵기도 했지만 너무 재밌게 한 게임.. 같이 공포물 해보고 싶다면 추천해요",2024-02-12 07:36:19
38,39,True,몹 배치가 정말 그지같고 말도 많지만 요즘 게임들보다 훨 낫다 명작,2024-02-11 16:53:50
39,40,False,2는 시간가는줄 모르고 재밌게 했었는데 3은 그냥 개떵겜,2024-02-07 06:01:17
40,41,True,데드스페이스 시리즈 내 최애 게임 언젠가 리메이크 를 바라면서,2024-01-29 00:42:30
41,42,True,솔플만 50시간 코옵으로 깨보고파,2024-01-16 13:38:18
42,43,True,시리즈 유일의 멀티가 가능한 데슾이지만 액션 위주라 전혀 무섭지 않음..,2023-12-24 16:04:07
43,44,True,not bad,2023-12-05 14:50:17
44,45,True,스토리가 너무 생략된게 많지만 납득이 간다. 2편이후 여러개 마커를 제조하는데 강제로 끌려 다녔다는 내용을 보면 유추할수 있는 스토리지만 너무 뜬금없다. 그렇지만 우주에서의 유영은 마치 영화 그레비티의 우주의 광대한 공포가 느껴진다. 마지막 외계문명의 멸망원인과 마커의 봉인을 통한 주인공의 희생이 처절하다. 마지막에 엘리라고 하는 아이작의 무선송신 외침은 데드스페이스4의 떡밥아닐까? 생각된다. 마커의 폭풍에 휩싸여 다른차원으로 날아간게 아닐까 생각된다. 평가가 별로여서 재미없는줄 알았는데 그냥 할만했다. 시대를 감안해도 영화적 연출은 정말 대단하다.,2023-11-17 06:37:11
45,46,True,사이좋게 네크로모프를 썰수 있는 친구가 없다면 이게임을 사지 마시오. 멀티플레이의 외에 모든 것이 전작보다 퇴보한 쓰래기.,2023-11-08 12:28:38
46,47,True,"본편 엔딩까지만 보고 쿠키 안 보면 해피 엔딩 DLC 엔딩까지 보고나면 꿈도 희망도 없는 충공깽 엔딩 전작들처럼 공포성은 그대로 유지되고 플라즈마 커터로 적들 쓸어버리는 맛은 있었지만 스토리가 뭔가 메롱하다... 언제 어디서 죽을지도 모르는 공허한 우주에서 어떻게든 살아남으려고 발악해야하는데 갑자기 분위기 K-막장 드라마???? 그래도 최근에 데슾1 리메이크 성공적으로 나왔고 하니까 데슾2 리메이크, 데슾3 리부트까지 함 달려서 시리즈 제대로 완결내보자... 아이작 좀 그만 개고생시키고...",2023-11-03 11:48:58
47,48,False,데슾1과 데슾2의 데드스페이스 본연의 맛을 빼버린 팥없는 찐빵같은 게임 스토리는 나무위키랑 유튜브 에디션으로 보시고 이거 살바에야 데슾1이랑 데슾1 리메이크 사서 낭낭하게 하는게 이득입니다,2023-08-15 14:41:35
48,49,False,"전망탑 추가 임무를 완수하고 저장한 다음에 게임을 끄고 다음날 다시 접속해 플레이 했는데 왜 도대체 왜 이미 다 클리어한 한참 전인 리제너레이터 추격씬부터 게임이 진행이 되길래 썅욕하고 초중반부부터 집어던졌습니다. 무기 개조하는 시스탬은 좋고 재미있었으나 무기 보유수가 반토막이나고 흔한 저장/불러오기도 안되고 뭐 구별도 안가는 저장한 시점부터 하기, 스토리 흐름대로 하기 무슨 인터페이스가 개같고 근본 레이저커터는 먹히지도 않아, 시체 파밍할려면 사라져있어, RIG슈트 업그래이드 할때 간지나는 모션 나오는줄 알았는데 그딴거 없고 클릭한번이면 끝나, 뭐 공포겜인데 무섭지도 않아 시팔 이거 맞나",2023-08-02 12:22:41
49,50,True,왜 시바 한글 이 지원이 안되냐고. 시중에 쫙 풀린건 한글판 인데. 장난 치냐. 정품 사고 싶어도 못사잖아!!! 이 잡것들아!!!!!!!!!! 나에 분노에 한글 판에 대한 !!!!! 분노를 알거라!!!!! 한글판을 내놔라!!!,2023-07-07 00:00:44
50,51,False,시나리오 네크로모프들이 쓴 게 틀림없다,2023-06-19 20:45:29
51,52,True,재미있슴.,2023-06-19 13:25:11
52,53,False,씨발 친구랑 할려고 산건데 씨발 오리진인가 씨발 ea인가 뭔가가 씨발 초대를 못하게 하는데 씨발 게임을 어떻게 쳐 하라고 씨발 이따구로 만든거임 씨발,2023-06-18 15:56:57
53,54,True,"스토리는 별로지만, 게임성은 충분함. 세일할때를 노리시오.",2023-06-07 12:10:27
54,55,False,"말이 필요없는 쓰레기 할인할때 데드 스페이스 1, 2만 사려 했지만 1, 2만 같이 사면 각각 5500원씩 해서 11000원인데 1, 2, 3 꾸러미로 사도 똑같이 11000원이라 3을 공짜로 주는 느낌이라서 해보았음 - ㄷㅁ 앱 설치 - 분명 스팀에서 게임을 샀는데 스팀 단독으로 구동을 못하고 꼭 ㄷㅁ 앱을 설치하고 ㄷㅁ앱을 통해서만 게임을 실행할수 있다. 코옵이 존재하긴 하지만 엄연히 싱글플레이가 주가 됨에도 온라인 환경이 필수적이란 소리 물론 ㄷㅁ계정이 없다면 계정도 만들어야 한다 스팀으로 구입한 스팀게임이지만 ㄷㅁ계정이 없으면 할 수가 없다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이 역겹고 혐오스럽고 번잡스러운 과정을 감내하고 나야만 비로소 똥겜 데드스페이스 3을 즐길수 있는 자격을 얻게 된다 ㅋㅋㅋㅋㅋㅋㅋ - 그래픽, 레벨디자인 - 그래픽은 좋은편이지만 몇몇 대놓고 경치좀 보라는듯이 보여주는 풍경을 제외하면 좋은 그래픽이 무색하게 게임 내내 대부분의 시간을 몇개의 맵을 돌려막기하듯 복사 붙여넣기한 실내공간에서 보내게 됨 특히 후반부에선 지나온길을 역주행 시키고 적을 재등장시켜서 또 정주행 시키기를 반복하는 짓거리까지 한다 서브 퀘스트에선 분명 다른지역이지만 대놓고 또씨하나 안틀리고 똑같은 맵을 복사 붙여넣기 해놓음 ㅋㅋㅋ - 무기 시스템 - 개인적으로는 최악 1, 2에선 무기마다의 개성이 뚜렷하고 진짜 대놓고 구린 1의 화방이나 2의 리벳건 같은 것들만 빼면 노드 업그레이드를 굳이 풀로 하지 않더라도 노업 상태에서도 충분히 굴릴만큼 강력했는데 3에선 조합시스템 때문인지 전작들에 등장했던 무기들이 대부분 성능면에서 칼질당하고 군용엔진의 실탄무기들이 플라즈마 커터나 라인건 종류보다 사지절단 절삭력이 좋다 심지어 샷건은 근거리보다 중, 원거리에서 데미지가 훨씬 강력한 모습을 보여준다. 탄약 통일화와 더불어서 무기들의 개성이 사라지고 조잡한 외형의 급조무기 같은 느낌 때문에 개인적으론 굉장히 극혐이고 역겨웠다. - 사운드 - 일단 실탄계열 무기의 사운드와 특정 문여는 소리 등등이 너무 크고 전체적인 음질이 좋지 못하다 배경음악은 흡사 이게 콜옵이나 기어즈 오브 워를 하는건가 싶은 느낌마저 듬 - 데드스페이스 만의 장르적 정체성 - 1, 2도 결국 아이작 무쌍이라 무서운 게임은 아니었지만 디멘시아 현상과 현장감 넘치는 사운드 효과로 바하시리즈와는 또다른 데드스페이스만의 서바이벌 호러 분위기가 분명히 존재했는데 3에 와선 그냥 콜옵이나 기어워 같은 액션 총질 겜이 되어버렸다 꼴에 대중성 의식한다고 공포감을 없애 버린게 복사붙여넣기한 실내맵 뺑뺑이와 섞여서 정말 지루한 총질 겜이 되어버렸다. - 스토리 - 무엇보다 진짜 최악인 부분 타우 볼런티스 내려가자마자 죽어버린 버클 말고는 모든 등장인물이 아이작 포함 모든 등장인물들이 비호감 게임 내내 어장관리 쳐하다가 엔딩직전엔 괜히 붙잡혀서 트롤짓 하는 엘리는 진짜 쳐죽여버리고 싶었음 카버는 관련스토리를 죄다 코옵서브퀘에 몰아놔서 코옵없이 싱글로 깬 입장에선 채 2분도 대화해본적 없는 이새1끼가 왜 최후반부에서 생사고락을 같이해온 전우마냥 끈적거리는지 이해가 되질 않았다 진엔딩을 DLC로 쳐파는 짓거리? 네 안심하세요 평소의 ㄷㅁ입니다. 어웨이큰 DLC는 분량이 채 1시간이 될까말까하니 반값할인해도 돈이 아까운 수준이다. 정신건강과 돈의 소중함을 위해서 웬만하면 유튜브 에디션으로 해결하자 - 나머지 DLC - 슈트나 무기나 모두 치트엔진으로 얻을수 있으니 괜히 돈낭비 하지말자 참고로 치트엔진 쓰면 겜 내에선 절대 얻을수 없는 전편 2의 상급 슈트(Advanced Suit)도 얻을수 있다 자세한건 알아서 구글링하셈 - 총평 - 평소의 ㄷㅁ가 ㄷㅁ 짓해서 말아먹은 프렌차이즈중 하나 최근엔 정신차려서 리메이크가 준수하게 나온거 같지만 자세히 보면 이것도 역겨운 PC질의 영향으로 니콜은 장모님이 되어버렸고 켄드라는 몸매, 얼굴 너프 아줌마화, 주인공은 1, 2, 3에 비해서 얼굴이 길어지고 못생겨졌다. 성우얼굴 따라간거라곤 하지만 내가 보기엔 그냥 역겨운 PC질",2023-05-31 11:07:09
55,56,True,재미있음 굿!!!,2023-05-27 17:42:16
56,57,True,러브크래프트식 줄거리가 마음에 들었어요 물론 문제점이 많지만 그래도 만족해요,2023-05-24 16:31:00
57,58,False,액션 게임으로써는 나쁘지 않다며,2023-05-21 13:20:14
58,59,False,"플레이할 컨텐츠도 빵빵하고 다 좋은데 사운드 시스템을 바꾸면 게임이 프리징되어버리는 오류, 게임이 한글이 아니라는점, 코옵플레이를 하기 어렵다는점이 추천할만한 게임이 아니라는 결론을 내리게 한다. 그냥 이 게임은 유튜브 풀게임영상으로 감상하기를 추천한다.",2023-04-23 06:19:11
59,60,True,"엔딩 꼬라박은거, 여주 맛간거 빼곤 다 맘에 듬 무기시스템도 재밌고 분량도 굳",2023-03-17 12:42:34
60,61,True,"전작과 공통으로 네크로모프 죽이는 맛은 한층더 찰지게 다가왔다. 또한 1, 2편 상점시스템을 버리고 해당 스토리의 설정에 맞게 재료 수집 및 제작이라는 컨텐츠는 수집욕구를 이끌어낸거 같았다. 하지만 약간 게임의 아쉬운점을 꼽자면 스토리 구간 스킵이나 마지막 엔딩 크레딧 스킵이 없다는 점에서 본편 엔딩 보고 dlc로 넘어가는 타임이 지루하고 1, 2편에서는 보스들이 많이 등장 하지만 보스 보다는 잡쫄들이 강화되서 물량 공세를 해오는 구간이 많고 피해량 max 리볼퍼 & 커터건으로 쏴도 강화판이라 그런지 사지를 잘라나도 생명력이 끈질겨 결국 캐릭터와 근접전이 되버려 조준이 어려워 죽이기 힘들어지는 동시에 기본 근접 대미지는 약하니 구석에 몰아 놓고 후드려 패는 것마냥 잡쫄들의 혐오를 일키는 동시에 죽어, 결국 근접 무기를 만들어 썰었던게 매우 귀찮게 와다았다 . (그러니 나처럼 화력에만 몰빵해서 총을 제작하지 말자 ㅋ) *만약 나처럼 화력 올빵 투자자면 총기를 만들때 (중형 프레임 + 유도고정필드) (군용 엔진 + 유도고정필드) (부착물 스테이시스 코팅 + 안전장치) 해당 두개는 매우 중요하다. 스테이시스 코팅은 대미지에 따라 지속력이 부과적으로 오기 때문에 한손 장비 보다 피해량이 큰 양손 장비에서 더 효과적이기 때문이고 안전장치는 안달고 쏘면 서서히 죽는 캐릭터를 볼 것이다. 신중히 쏘자. (8개의 퍽은 위, 탄창+ 재장전 아래, 탄창 + 피해량) 이거면 싹슬이다.",2023-02-22 13:08:29
61,62,True,"혜자게임....플탐도 크리쳐의 수도 무기의 가짓수도 햬자게임이다. 2편이 최고인줄 알았는데 나한테는 3편이 최고인거 같다. *블루투스 이어폰 쓰시는분들 팁* 블루투스 이어폰 쓰시는 분들은 아마 게임진입을 하면 게임내에서 소리가 안나올것이다. 블루투스내에서 입력장치와 출력장치가 충돌해서 그런듯하다...해외 레딧에도 정보가 거의 없어서 여기에 적는다.. 1. 윈도우 '소리' 설정에서 입력란에 블루투스를 '사용안함'으로 바꾼다. 2.바탕화면 오른쪽 아래 스피커 모양 표시에서 '소리'->'재생'에서 '머리에 거는 수화기'가 활성화 되어 있다면 반드시 사용안함과 연결끊기를 해주세요. ea 문의했더니 오디오파일이 깨져서 그러니 재설치하라고 답변옴..... 2~30분 노력 끝에 코옵시 사용되는 데슾3의 입,출력 코덱장치오류로 추측됨....옛날 게임이라 그런듯.",2023-01-27 04:21:07
62,63,False,1부터 구르고 2에서도 구르고 3에서도 구르게 되서 엔딩에선 행복할 줄 알았는데 거지같이 씹창난 엔딩이라 빡친 아이작이 튀어나와 게임사를 터뜨려버린게 정설,2023-01-20 17:42:55
63,64,True,"ea가 데드스페이스에 어울리지 않는 요구사항을(구르기,인간과의싸움,헐리우드액션씬등) 무리하게 집어넣게 해서 최악의 시리즈가 탄생했지만 그래도 비서럴게임즈가 최선을 다해 만들었다는 것을 저는 게임을 하면서 느꼈습니다 공포게임을 못 하는 분들도 충분히 재밌게 할 수 있고 참신한 요소들도 많이 생겨서 좋았습니다 팬들에게는 장점보다 단점이 더 많은 게임이었겠지만 저는 결말 빼고는 다 마음에 들었습니다 세일할 때 사서 해보시는 걸 추천합니다 ㅈ같은 ea새끼들은 정신차려야한다!",2023-01-20 17:26:57
64,65,True,전편이 너무 레전설이라 그르치 나름 괜춘했음,2023-01-15 16:17:36
65,66,True,공3 속3 초근접 레이저커터,2022-12-30 07:44:07
66,67,True,와 쌍리퍼 미쳤다 끝. 엘리 꽁무니만 죽도록 쫒는 여미새 아이작 dlc는 ? 뭐하자는 거니 지긋지긋한 게새끼 템포 끊어먹는 퍼즐 덕분에 칼리스토 프로트콜이랑 스타필드를 기대하게 됨,2022-11-16 17:02:32
67,68,False,'EA 공식 실패작' 스토리 스킵이라도 됬으면 더 즐길생각이 들었을듯 그저 리메이크가 망하지 않길 빌고 또 빌며 수집용으로만 두렵니다...,2022-11-16 10:20:32
68,69,False,"추억 돋았어 다시 했긴 했는데 진짜 제작 시스템 뭣 같다 차라리 노드로 강화 했을 때가 그립네 힘들게 죽여 놨더니 주는 게 연고, 철조각 ㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 김빠진다 거기다 최후반장 뜬금없이 의문사 하는 경우가 많은 데 원인을 모르겠음 버그인가 뭔가인가 암튼 진짜 추억 없었으면 안 했을 듯 ㅋㅋㅋㅋ",2022-11-07 08:19:26
69,70,True,이건 있을수 없는일이야 허허허...,2022-10-25 19:50:58
70,71,True,"초등학교떄 휴대폰으로 플레이했던 내 인생 첫 공포게임 데드스페이스1. 정말 재밌게 플레이했던건 추억으로 이번에는 친구와 같이 플레이하기 위해 데드스페이스3를 플레해봤다. 이미 다 커버린건지 친구와 같이 플레이해서인지 재미는있지만 공포감은 덜해져서 조금은 아쉬움이 남지만 그래도 명작은 명작이다. 퍼즐요소들과 피지컬을 요구하는 디펜스, 무기, 장비 업그레이드 시스템(노가다), 커마까지 재밌는 요소들이 많이있다. 플레이 타임은 약 10시간 남짓 1세대 게임이자 게임의 발판을 기로를 열어준 게임중 하나 비록 3로 마무리가 지어졌지만 조만간 데드스페이스 새로운 시리즈로 나온다고한다. 신작개발영상보니 1떄의 공포감 보다 더욱더 공포, 고어를 잘 살리는 듯해 많은 기대중이다.",2022-10-22 12:19:44
71,72,True,친구랑 하면 우정 테스트가 가능한 게임,2022-10-18 05:42:53
72,73,True,친구랑 하면 재미있습니다.,2022-10-03 18:36:46
73,74,True,같이 할 친구도 없으면서 왜 2022년에 이 겜을 사시는 거죠?,2022-09-24 16:07:00
74,75,True,엘리 어장관리년 네크로모프한테 뒤져서 네크로모프나 될 것이지 불쌍한 아이작 또 구르게 만들어!,2022-08-18 09:35:46
75,76,True,네크로모프에 EA를 싸서 먹어보세요 입에서 좆같은 똥맛이 은은하게 돌겁니다,2022-08-15 14:28:29
76,77,True,음....명작 게임이라하여 1편을 해보고 2편도 그런대로 무난하게 플레이 했다고 생각한다. 3편의 경우에도 메인 스토리에 해당하는 장면에서 딱 박수칠때 떠나라고 그랬다면 좋았을 텐데... 확장 버젼을 내놓더니 이런 결말을 꼭 냈어야만 했냐!!,2022-08-10 05:13:56
77,78,True,아이작 그는 신이야!아이작 그는 신이야!아이작 그는 신이야!아이작 그는 신이야!아이작 그는 신이야!아이작 그는 신이야!아이작 그는 신이야!아이작 그는 신이야!아이작 그는 신이야!아이작 그는 신이야!아이작 그는 신이야!,2022-07-15 07:45:43
78,79,True,"1편, 2편 한 다음이라 그런지 3편에서 공포는 줄어보였고 액션성을 위해 그 찰졌던 플라즈마 커터가 약해진건 아쉽.",2022-07-14 17:33:47
79,80,True,1과 2에 비해 터무니 없이 부족한 호러요소 결국 남은건 액션 총질,2022-07-07 23:09:39
80,81,False,친구랑 같이 할려고 샀는데 친구가 환불했어요 죄송합니다만 진짜 좆같네요 그래서 비추 드립니다,2022-06-24 17:46:53
81,82,True,해라 재밌다,2022-05-26 14:25:38
82,83,True,하이틴 로맨스에 고어를 곁들인 작품.,2022-04-06 12:47:56
83,84,False,겜 나온지가 9년인데 아직도 잡버그를 안고치네?,2022-04-04 11:49:23
84,85,False,"스토리나 공포 없이 액션만 보면 나름 할만한 게임이라고 생각합니다. 하지만, 공포 없는 공포게임 스토리 없는 스토리 게임 홍철없는 홍철팀이라고 생각합니다. 그래도 뭐... 쏘는 맛은 있었어요. 액션은 있었다구요.",2022-03-30 15:56:27
86,87,True,장담컨데 이 게임 하나도 안 무서움,2022-03-21 06:35:45
87,88,True,말도 안되는 스토리 플롯과 아침드라마에서 볼 법한 관계들은 아쉽지만 깔끔한 조작감과 게임성만으로도 갓겜이다.,2022-03-19 23:26:08
88,89,False,솔직히 얘기한다 스토리 진짜 누가 썼는지는 모르겠지만 제발 스토리 좀 고쳐주셈 리메이크 하시는 분들 이 부분만 스토리 고쳐서 다시 내주세요 제발료ㅠㅠ,2022-03-19 10:33:30
89,90,True,1.2 생각하면 똥겜인데 솔직히 재밌음 ㅋㅋ 서브미션이랑 coop 미션 전부 깨고 적대환경 슈트 얻을사람 친추주세요 같이해요,2022-03-19 05:19:18
90,91,False,ㅅㅂ 재미 존나 없네 야발,2022-03-16 14:30:03
91,92,True,업적달성이 왜 안될까요? 진짜 이해가 안되네 플레이 타임은 40시간이 넘어가는데 클래식도 다깨고 임파서블 난이도도 다깼는데 업적이 달성이 안됨 씨발 EA새끼들 일 안하나ㅡㅡ리메한다고 씨발 게임 방치하지말고 오류좀 어떻게 해봐 씨발련들아,2022-02-27 09:21:17
