,index,recommend,content,datetime
22,23,False,완성도가 너무 떨어진다... 이럴거면 슈퍼파워2나 업데이트 하지...,2022-11-15 06:29:59
23,24,False,"2022년 11월 9일 기준으로 작성합니다. 지금 이 게임은 슈퍼파워 프랜차이즈를 살해하려고 만든 것이 아닌지 의심스럽습니다. 일단 살해 후 이 게임을 부분유료화와 뽑기로 가득한 멀티플레이 위주의 온라인 게임으로 내놓기위한 실험용으로 내놓은 것이 아닐까 하는 생각마저 듭니다. 지금 수시로 내놓는 패치로 어찌어찌 해결하려는 것 같지만 눈에 띄는 개선은 거의 찾을 수 없을 정도로 절망적입니다. 한글화도 차라리 유저들이 한데모여 한글화하는게 나을지경입니다. 번역도 엉망이고, 몇몇은 영어가 그대로 나옵니다. UI, 그래픽을 비롯한 이 게임의 모든 것들이 깔끔하게 최적화되지 않았습니다. 느리고 버벅대는 것이 일상이고, 자원을 너무 잡아먹습니다. 슈퍼파워라는 게임이 핵무기를 상상이상으로 날리지 않는 이상 이렇게까지 사양잡아먹는 게임이 아닐텐데 말이죠. 물론 엔디비아 GTX 1070, 8GB에 DDR3 시스템 메모리 16GB, AMD FX8300 쿼드코어, SSD 256 2개라는 시대에 뒤떨어진 시스템에서 게임을 돌리는 것도 있겠지만, 이건 아닙니다. 게다가 전투/외교/정치/무역/무기연구 분야의 편리하고 섬세한 설정이 퇴보되거나 사실상 없고, 이걸 AI 자동으로 맡겨놓을지 사용자가 직접결정할지 고를 수 있는 전작 2편의 기능도 없으니, 영토규모가 크거나 전쟁으로 얻은 영토를 병합할때 번거롭습니다. 그리고 언제까지 이 게임을 지속적으로 붙잡고 관리해줄지에 대한 의지와 능력에도 의심이 갑니다. 내놓았더니 악평과 비난, 매출이 안나오는 게임들은 소리소문없이 패치나 개선을 끊어버리고 없는 자식 취급을 하는 것은 당연한 운명이기 때문입니다. 차라리 빅토리아 3, 하츠 오브 아이언 4, 전작인 슈퍼파워 2 + 유저한글화 + 모드를 하세요. 지금 상태에서는 답이 없습니다.",2022-11-09 08:17:11
24,25,False,슈퍼파워2에 좋은 추억을 가지고 있어서 구매해봤으나 게임도 얼리엑세스 수준의 미완성으로 출시 되었고 공식 한글화라면서 번역기 수준급입니다. 캐릭터 커스터마이징은 왜 있는 건지도 모르겠고 전작에 대한 모욕 수준이네요. 이 게임이 개선이 될지는 미지수입니다.,2022-11-06 01:23:27
25,26,False,음.. 병신 게임!,2022-11-05 07:59:23
26,27,True,핵보유국만 골라서 핵쏘는 재미로 합니다 ㅋㅋ,2022-11-03 09:06:32
27,28,False,몇년을 기다린겜인데 하다가 잠들어서 3시간 넘겨가지고 환불 거절 당했습니다. 여러분도 조심하세요,2022-10-24 16:43:45
28,29,False,"슈퍼파워2 를 언리얼 엔진으로 만든 팬게임 정도..? 이정도 시스템에 모바일 게임으로 나왔다면 괜찮았겠지만 슈퍼파워2에 비해 설정할 것도 없고 도대체 내가 뭘 하고 있는건가 싶은 게임 진짜 시간 많고, 할 일 없는 사람들이 슈퍼파워2 할 시간에 다른 게임도 같이 하고 싶을 때 할만한 게임",2022-10-23 09:26:29
29,30,False,3게월뒤 재평가 해보겟음 지금은 겁나노잼,2022-10-22 00:44:42
30,31,False,이게임 사지말고 딴게임 사세요,2022-10-21 09:56:49
31,32,False,제발 하지마세요.. 제발!!! 특히 슈퍼파워2 기대 하고 하시려는 분들 제발..,2022-10-21 04:47:09
32,33,False,진짜 똥 싸면서 하기좋은게임이네요 똥겜,2022-10-19 12:53:08
33,34,False,Worst game ever..,2022-10-17 16:57:04
34,35,False,도대체 뭘 개발해서 낸걸까...,2022-10-17 13:09:24
35,36,True,"부정적 평가가 압도적인데도, 가격을 올려서 판매하는 것보니, 할만하다 이건가? 긍정적으로 생각하며, 앞으로의 업데이트를 지켜보겠음!!",2022-10-16 09:23:29
36,37,True,내가 플레이한 시간을 봐라 이건 갓겜이다 압도적으로 부정적인 평가는 악의적인 단체가 루머를 퍼트리는것에 불가하다!!! 결코 플레이한 시간이 아까워서 그런게 아니니 이 평가를 봤으면 당장 구매를 하고 최소121분이상 플레이하는걸 적극 추천한다.,2022-10-16 04:05:24
38,39,False,스팀 및 여러 유튜버 리뷰 보고 반신반의 하며 여차하면 삼만원돈 버린다 생각하고 미친척 구입을 해보고 플레이를 해보았습니다만.... 한줄 요약 : 전작에 비해 겉치레(그래픽)만 꾸며놓고 나머진 오히려 퇴보한 시스템 저는 어지간히 재미없거나 할일 없겠다 싶은 게임도 왠만하면 환불을 안하는 편인데 이 게임 만큼은 도저히 용납을 할 수가 없더군요. 백방 양보해서 추후 업데이트로 인한 개선을 기대해보더라도 남겨두고 싶은 마음이 살짝은 있긴 하나 그건 나중 일이고 훗날 좋아지면 그때 다시 구입해서 하는 게 차라리 나을 지경이네요. 현재로선 그냥 전작 리덕스 버전(이게 모드인지 패치인지는 모르겠네요)으로 하는게 상책으로 보입니다.,2022-10-13 00:31:24
39,40,False,차라리 2가 훨씬 낫네요 진짜 인터페이스 개쓰레기고 이건 게임이 아닙니다,2022-10-11 19:50:54
40,41,False,"GolemLabs씨 정말 미안해요, 슈퍼파워3 는 그래픽에 대한 부분부터 엄청날꺼라고 생각했는데.. 이건 진짜 아니다 라는 생각밖에 안들었습니다. 진짜 이거슨 슈퍼파워2 보다 더욱이... 슈퍼파워2를 좋아하던 초글링 시절인 내가 이걸 해서 뭐가뭔지 하나도 모르는 병에 걸리게 한건 처음이야",2022-10-11 16:20:56
41,42,True,내가 뭘한거지 내가 친구들이랑 만들 퀄리티인데,2022-10-11 07:22:09
42,43,False,"10년을 넘게 플레이했던 슈퍼파워2 유저로서 전작에 비해 모든 것이 다 '불편'해졌습니다. 인터페이스는 직관적이지 않고, 모든 행동을 하려면 최소 세 번의 동작을 걸쳐 세부 메뉴로 들어가야만 적용가능합니다. RTS라는 장르의 키포인트를 놓친것 같습니다. 저는 아무래도 환불을 해야할 것 같습니다.",2022-10-10 16:38:01
43,44,False,내가 이딴거 하려고 잼민이 시절때부터 기다린게 아닌데 그냥 2에 모드 떡칠하고 하는게 더 재밌음 아직까지는 그냥 2에 4K 텍스쳐 패치해서 하는게 3보다 그래픽 훨 좋음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 게임 키니까 처음에 해상도 변경도 안되서 창모드로 바꾸고 해상도 설정하니까 이제야 해상도 바뀜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 스타크래프트도 유닛이동은 오른쪽 클릭으로 할수있어 ㅅㅂ,2022-10-10 10:45:06
44,45,False,무슨 게임을 만들다 말고 출시를 했냐..,2022-10-10 04:31:21
45,46,False,차라리 2를 리마스터 해라!!,2022-10-10 02:27:24
46,47,False,더길드3나 슈퍼파워3나 둘다 이전작들 되게 재밌게 했엇는데 니들은 우리에게 똥을 줫어... 뭔 생각으로 이렇게 만들어 놓고 출시했는지 이해가 않가네,2022-10-10 00:29:57
47,48,False,겜실행하고 환불 신청까지가 다운받는 시간보다 짧았음,2022-10-09 17:04:18
48,49,False,싸펑보다 심각하네 게임이 전쟁도중에 렉걸려 유닛이 멈춰 움직이지도 않고 버그걸려서 전쟁중인데 뭐 안눌러도 지구가 알아서 움직여주고 겜도 팅겨주고 전작 배속은 어디다 팔앗는지 보이지도 않고 유닛 그래픽이 2022년 겜 아닌거 처럼 보이네 ㅋㅋ 이건 뭐 얼리엑서스인데 얼리엑서스 아닌데요 하는 꼬라지구만 싸펑은 그래도 실행도 잘되고 겜도 렉 엄청 안걸렷다. 이건 그냥 쓰래기다 쓰래기. 판권 머기업에 팔아줘라 제발..,2022-10-09 15:47:52
49,50,False,이걸 출시를 하는게 놀랍다,2022-10-09 13:14:55
51,52,False,기다림 끝에 만난 실망,2022-10-09 10:05:06
52,53,False,와 설레는 맘에 10분정도 하다가 진짜 쓰레기 중의 쓰레기 게임(?)을 하는 구나라고 생각하는순간 잠들었네.... 딱 6시간 잤구만.. 좋았다,2022-10-09 09:07:22
53,54,True,"[h1] 여러분들을 대신해 제가 직접 한번 해보겠습니다. [/h1] 해당 리뷰는 실시간으로 변경되며 여러분에게 정보를 드리는 목적으로 작성되었습니다. (해결 및 고쳐진 사항은 취소선으로 변경하겠습니다.) #현재 확인 된 패치 횟수 : 8번 (23-01-16) [b][정치][/b] 01. SP2 때 보다 적은 조약항목. 02. 정치체제를 마음대로 바꿀 수 없음. (ex. 군사독재, 민주주의, 공산주의, 군주제 등등.) 03. 조약 맺을 때 하나의 국가 씩 맺어야 하는 불편함. (SP2는 여러국가와 조약 맺기가 가능했음.) 04. 타 국가가 아무 이유 없이, 갑자기 돈 요구하는 인공지능. 05. 모든 국가들과의 우호도가 떨어지는 상태. 이유 불명. (국외원조 예산 최대, 대사관, 인간 개발, 문화 교류 조약 맺었지만 시간 지나면 관계도 밑바닥.) 06. 정치 - 국내탭에 다음 선거에 대한 정보가 정상적으로 출력되지 않음. (ex. 현재 날짜는 28년 1월인데, 다음 선거는 22년 3월로 출력.) [b][군사][/b] 01. 전투 중에 프레임 드랍 상태. [strike]02. 핵 개발을 어떻게 하는지 모르겠음.[/strike] ㄴ※ 연구의 핵 예산을 최대로 해놓고, 기다리면 핵 연구가 진행되고 있음을 확인할 수 있음. (피해량, 사거리, 영역, 명중률) 03. 군사를 이동하려면 M 키를 눌러서 이동해야하는 상태. 04. 공군 어떻게 쓰는건지 모르겠음. 05. 무기를 내가 원하는 디자인으로 만들 수 없음. (무기 성능에 따라 디자인이 바뀜.) [strike]06. 군사 병합하는 방법을 모르겠음. (분할은 잘 되지만 병합은 버튼이 활성화가 안됨.)[/strike] ㄴ※ 이제 같은 이름의 유닛만 병합이 됨. (패치) 07. 군사탭 - 군대에 시장 항목 버그(로 추정). ㄴ07-1. 시장의 숫자는 올라가 있지만, 구매 가능한 항목(출력 되는 항목)이 없음. {후반(일정 시간 흐른 후)에 버그 발생} [strike]ㄴ07-2. 내가 올린 상품이 항목에 출력되어 나오지만, 시장의 숫자는 올라가지 않음.[/strike] [strike]08. 군사 이동 자체가 안되는 상태.[/strike] ㄴ08-1. 구매한 유닛이 수도에 도착한 이후 이동 안되는 상태. ㄴ08-2. 군사 자체가 이동이 안되는 상태. 09. 군사가 공격을 안하는 상태. (ex. 전투 지역에 있는 아군, 적 전차가 근접한 상태(사거리 안)임에도 서로 공격하지 않음. 이유 불명. 버그 추정.) 10. 군사가 이동 시 지나갈 예정인 길(루트)을 지나간 후에도 (초록색) 잔상이 남는 상태. [b][경제][/b] 01. 자원 증산(생산)에 투자한 금액 회수 할 수 없음. 02. 자원 생산량이 줄어드는 현상. (버그인것인지, 기능적으로 정상인것이 확인 불가.) 03. 예산 항목에 예산바(bar) 드래그 시 바의 반응속도 느린 상태. 04. 경제-부문-자원 선택 후 국유화 시 수출입(무역) 중인 국가 항목을 페이지 형태로 만들어 불편함. (마우스 커서를 돌릴 경우 페이지가 자동으로 넘어가도록 하는 편의성 패치 필요.) ㄴ04-1. 수출입(무역)중인 국가를 삭제 시 렉 걸림. 05. 자원 민영화 일 경우 제대로 수출입이 안되어 재고가 남음. 06. 국고(자금)가 음수가 되지 않음. (0 이하로 내려가지 않음.) 07. 관세(세금)로 인한 수익 및 수출에 의한 수익이 얼마인지 세부적으로 알려주지 않음. 08. 국유화로 무역 투자 중, 상대 국가가 수락했지만 목록에 추가가 안되는 경우가 있음. 수출입 숫자는 반영 됨. ㄴ※ 이 경우 확률적으로 잠시 뒤 서버와 연결 끊겼다며 튕김. (3번 중 1번 팅김.) ㄴ※ 이 경우 확률적으로 재고, 상대 국가에 대한 수출입 숫자가 반영이 안 됨. 09. 경제-부분-자원 선택 후 국유화 상태, 수출입(무역) 중인 국가 항목이 정상적으로 출력되지 않는 상태. ㄴ09-1. 수출입 국가 추가 또는 삭제 시 수출입 국가 목록이 전부 사라지는 상황. (개요로 갔다가 해당 자원 항목으로 돌아가면 다시 출력 됨.) ㄴ09-2. 해당 자원의 수출입 국가가 정상적으로 출력되지 않음. (ex. '육류' 항목인데 '교육' 항목의 수출입 국가와 섞여서 출력됨.) ㄴ09-3. 해당 자원의 수출입 국가가 멸망한 이후에도 계속 거래 항목에 유지되어 있음. (ex. 북한이 망했는데, 그간 수출입 하던 내역이 지워지지 않고 계속 거래됨.) ㄴ09-4. 해당 자원의 수출입 국가가 해당 자원의 수량이 부족한 상황이여도 계속 거래 항목에 유지되어 있음. (ex. 가스를 10개 팔다가 재고가 마이너스가 되어도 계속 거래 유지됨.) ㄴ09-3, 09-4 의 경우 경제-예산에서 무역에 의한 수익이 그대로 반영됨. (ex. 수출입 국가가 망하거나 해당 자원이 부족해 진 상황이 와도 해당 거래가 지속중이라고 계산되어 수익 계산에 반영됨.) 10. 경제-예산의 정부예산이 0$로 출력되는 상태. (예산을 올려도 0$, 내려도 0$. 단 효과는 있음. 올릴 경우 부패 낮아지고, 내릴 경우 부패 오름.) 11. GDP가 0이 되는 버그. (42년에 발생함. 앙골라. 버그로 추정.) 12. 경제-민영화 자원 자동 거래 시, 같은 국가에게 여러차례 수출입을 진행 할 경우 거래중인 국가 목록 비정상적인 출력. (ex. 미국과 (민영화 자동)수출 거래를 3번 진행하면, 거래중인 국가 목록에 미국이 3개가 있음. 1개만 있어야 하고 기존 거래에 추가 되어 계산되어야 함.) 13. 경제-예산에서의 민간 연구 결과에 세계 평균 생산성 -nan(ind) T 로 출력됨. (version 1.0.6) 14. 경제-예산에서의 환경 수입원에 농경지 -nan 으로 출력됨. (version 1.0.6) [b][기타][/b] [strike]01. 잘 보이던 이미지가 깨져서 나오는 상태. [/strike] ㄴ01-1. 군사 - 군대 탭에서 간혹 이미지가 깨져서 나옴. ㄴ01-2. 불러오기 시 지도자 얼굴 깨져서 나옴. 02. 잘못된 번역 (ex. 순이익 (을) 잔고 (로 번역)). [strike]03. 약간의 미번역 상태.[/strike] ㄴ03-1. 지속된 패치로 미번역 항목이 추가됨. 따라서 약간이 아닌, ""미번역 상태""로 정정. 04. 북한의 김정은이 망해가는데 핵 한발 안쏘는 인공지능. 05. 어떻게 클리어 하는건지 모를 도전과제. 06 인구통계 항목에 왜 네트워크, 예산항목, 정책 결정사항이 있는지 이해가 안되는 유저 인터페이스. [strike]07. 맵에서 마우스 버튼이 가끔씩 안먹히는 상태.[/strike] ※ 패치 [strike]ㄴ07-1. 바다(해상)에서 마우스 오른쪽 버튼 씹힘.[/strike] ※ 패치 [strike]ㄴ07-2. 육지에서 마우스 커서 가만히 올려놓은 상태에서 마우스 버튼 씹힘. (해당 영토 보유국가 UI에 가려져서 클릭이 안되는 것으로 추정.)[/strike] ※ 패치 08. 개인 소득세 100% 해놔도 날 사랑해 하는 국민들 (인공지능) 상태. [strike]09. 2배속 이상이 없는 상태.[/strike] ㄴ※ 패치로 3배속 생김. [strike]10. 친숙하지 못한 숫자. (ex. 1T, 4.2M, 24B 등등), (참고사항 1B = 1,000,000,000) [/strike] ㄴ※ 마우스 커서를 올리면 숫자 상세히 나옴. (패치) 11. 외교 관계 상태에서 우호 국가는 오렌지 색상으로 보임. (SP2는 외교 관계 상태에서 우호도 높으면 초록색으로 보임.) 12. 왜 있는지 모를 지도자 커스텀. [strike][b][u]13. 자동저장 기능이 없음. [/u][/b][/strike] ㄴ13-1. 자동저장 시점을 설정할 수 없음. (ex. 몇 분 간격) 14. 실시간 타이머 비정상 작동(= 심각한 렉) (ex. 22년 1월 1일에서 2, 3, 4일 순으로 시간이 흐르는게 아닌, 약간의 22년 1월 13일로 바뀜). ㄴ※ 해당 사항으로 인한 일시정지/재시작 반응 속도 느림. 15. 불러오기 시 그래프 출력 내용에 과거 년도 기록 출력 안됨. (ex. 20년에 저장, 불러오기 시 20년도 이전의 기록은 나오지 않음.) 16. 인구 통계에 인구 관련 그래프의 내용이 정확하지 않음. (ex. 선택한 항목은 한국인인데 출력은 북한인으로 나옴.) 17. 기본 메뉴-싱글플레이어-새 게임에서 국가 클릭 시 프로필 출력 안됨. (인구 통계, 정치, 경제, 군사) 18. 인구통계-지지도 탭에 작물 포화도가 -na% 로 출력. (version 1.0.6)",2022-10-09 08:50:52
54,55,False,슈퍼파워2에서 보여준 저력은 다 어디가고 이런 폐기물을 내놨는가? 환불 박는다.,2022-10-09 07:11:23
55,56,False,조작이 쓸데없이 불편하고 조잡한 어플리케이션 게임은 재미있으려고 하는것인데 이건 재미의 편린조차도 안느껴지고 짜증만 유발한다. HOI나 EU의 절만만이라도 따라가 봐라,2022-10-09 05:00:54
56,57,False,전작이 만 원이면 이건 5천원에 팔아야함,2022-10-09 01:41:19
57,58,False,전쟁중에 버그가 상당히 많음 패치 되면서 조금 더 지켜봐야될것 같음,2022-10-09 01:41:05
58,59,False,내가 이걸 왜샀을까.... 하... 씨발... 해보기 전엔 27000원이 싸보였는데 한판 해보고 나니 존나 비싼돈 주고 산 똥겜이다. 지금 당장은.,2022-10-08 21:29:09
59,60,False,"뭘 해야 할지도 모르겠고, 뭐가 진행되고 있는지도 모르겠음....",2022-10-08 15:48:05
60,61,False,아무리 좋게 보면서 게임할려고 해도.. 진짜 이건 너무 무리다.. 옛날 주전자 닷컴에서 플레시 게임하는게 이거보다 더 잘 만들었겠다... 진짜 슈파2 생각하고 샀는데.. 실망만 가득한 게임임,2022-10-08 15:44:58
61,62,False,망했어..... 망했다고.... 제작자들은 이걸 해보고 낸건가.........,2022-10-08 15:44:45
62,63,False,15년 말고 15일동안 만든 것 같음,2022-10-08 14:41:56
63,64,False,"지금 상황으로는 양산형 모바일 전략게임이랑 차이를 못느낄 정도입니다, 사후지원을 기다려봅니다.",2022-10-08 14:20:01
64,65,True,"뭐...다른 사람들 말처럼 똥쓰레기는 아니네요. C&C4의 충격에 비하면 할만 함. 유닛 렌더링이 1차대전 무기다 라고 하는 분들은 본인들이 못하신거더군요. 적용된 기술 수준에 따라 렌더링이 변함. 2편때처럼 본인이 커스터마이징 하는게 아님. 단지 왜 있는지 모를 캐릭터 커스터마이징, 최적화는 한건지 의문인 급격한 속도저하, 시간가속 없음, 한글 공식 지원이긴 한데 어딘지 모르게 엉성한 번역, 맵 확대가 2편보다 떨어짐, 백두산에 왜 안도라 국기가 꽃혀있는가 하며 완전 합병되서 멸망한 나라가 계속 적국으로 떠서 계속 전쟁중인 상태에 시작할 때 집권당을 선택 못한다는거와 군대 해산이 안되고 첩보원이 방첩과 훈련밖에 못하고 군대 배치도 뭣같고, 같은 종류끼리 합병하는것도 뭣같고, 최소한 탱크와 자주포는 구분해 줘야 하는데 그것도 없고, 2편에선 외국과 조약 채결할 때 전체선택이 가능했는데 지금은 씨발 그 많은 나라를 언제 하나하나 하고 앉았냐?",2022-10-08 13:23:53
65,66,False,2040년까지 플레이해봤는데 경제성장이 오 그럴싸한데? 그랬다가 2030년대 중반 이후로는 경제 성장조차 슬슬 멈추고 그래서 그 다음엔 전쟁인데 문제는 전쟁 시스템이 너무 이상하게 되어 있어서 어 음... 하지 마세요.,2022-10-08 12:52:11
66,67,False,"이 게임 구매를 고려중이라면 반드시 먼저 확인하세요!! 저 역시 이 게임을 10년간 기다려온 많은 슈퍼파워2 팬들중 한 명 입니다. 하지만 아직 이 게임은 구매하지 않는 것이 좋을 것 같습니다. 다만 저 ""아직""이라는 표현 역시도 그저 저의 헛된 희망이 섞인 것 이라서 차라리 슈퍼파워2의 리마스터를 기다리는게 좋겠다는 생각도 듭니다. 그럼 추천하지 않는 이유들은 간단히 다음과 같습니다. 직관성의 퇴보, 조작감의 퇴보, 현실성의 퇴보, 최적화 문제. 이 네가지가 왜 문제인지 자세히 나열하겠습니다. 1.# 직관성의 퇴보 기존 슈퍼파워2의 경우 플레이어가 ""무엇""을 ""어떻게"" 했으며 그 ""결과"" 까지 매우 직접적으로 알기 쉽게 보여줍니다. 오직 텍스트, 숫자, 그래프만 가지고 말이죠. 슈퍼파워3는 플레이어가 ""무엇""을 ""어떻게"" 해야하는지 조차 기존 팬들이라면 접근이 어렵습니다. 목록으로 간단하게 나열했던 항목들은 아이콘을 넣어서 굳이 그 아이콘을 누르고 들어가야만 투자가 가능하게끔 만들었고 그 투자로 인해 어떤 변화가 나타나는지 직접적으로 체감하기 매우 어렵습니다. 또한 국내에 큰 영향을 주는 정책을 합법이냐 불법이냐 조정하는 것 역시 전작에 비해 모든 항목을 개별적으로 들어가야 세부 내용에서 조절이 가능하고 정치 메뉴에서 한 눈에 보여지는 부분은 매우 한정되기 때문에 오히려 전작 대비 세밀한 정도가 크게 퇴보한 기분까지 줍니다. 더욱이 특정 국가와 조약을 체결하고자 하더라도 ""중복선택""이 불가능 하기 때문에 한번에 하나씩 계속 반복작업을 해줘야 합니다. 예를들어 프랑스 영국 이탈리아와 대사관을 만들자는 조약을 체결하려고 하면 프랑스,영국,이탈리아 중복 선택에서 요청을 하는 것이 아니라 프랑스에 요청, 영국에 요청, 이탈리아에 요청해야 하는 상황입니다. 중복선택의 다른 방법이 있을지는 모르겠지만 슈퍼파워2는 처음 키더라도 중복선택은 이렇게 하면 되는구나 하고 매우 쉽게 알 수 있었죠? 직관성의 퇴보 맞습니다. 덤으로 유닛도 한 군데에 뭉쳐있는 부대를 ""일괄 분할"" 하는 것이 불가능합니다. 이래도 직관성의 퇴보 아니라고 하면 반박시 니가 골렘랩스 개발자입니다. 사과하시면 됩니다. 2.# 조작감의 퇴보 슬라이더가 반응이 늦는 부분은.. 최적화때 얘기하기로 하고 조작감이 너무 떨어졌습니다. 일단 지도 확대가 생각만큼 안됩니다. 덤으로 유닛을 표현하는 아이콘은 전작보다 커졌습니다. 무슨 얘기냐, 군부대 둘이 겹쳐있으면 죽었다 깨어나도 아래 가려져 있는 유닛을 선택할 수 없습니다. 덤으로 직관성이 떨어지다 보니 내가 무언가 하기 위해서는 전작에 비해 ""메뉴를 찾는 시간""이 더 들어가버려서 기존 팬들은 조작이 어렵다고 느낄 수 밖에 없습니다. 기존 팬 분들은 이 게임을 ""슈퍼파워""3가 아니라 ""슈파파워3"" 라는 이름의 새로운 게임이라고 생각하시는게 좋습니다. 3.# 현실성의 퇴보 한국인이기에 가장 먼저 눈치챌 수 밖에 없는 부분입니다만... 네 북한과 현재 ""휴전중""으로 나오지 않으며 ""평화"" 상태로 되어 있습니다. 이는 너무 현실과 동떨어져있죠. 4.# 최적화 문제 진짜... 그래픽 별로 좋지도 않은 상태에서 제 모니터 주사율 떨어지는거 처음봅니다. 얼마 전 스팀에서 진행한 ""발매 예정 게임""들 모아서 미리 해보기 가능하게끔 이벤트로 만들어놨던... 뭐 아무튼 그런 데모 하나 받아서 했는데 그 게임이 더 잘 돌아갑니다... i7에 2070 물려 쓰고 있어 어지간한 게임들은 주사율 떨어지는거 본적 없는데... 그래서 슬라이드 조정해도 마우스 입력보다 한참 딜레이 돼서 적용됩니다. 저는 일단 ""팬심"" 으로 설치는 해두고 리뷰 작성 이후에도 오늘은 최소 몇 시간 정도는 더 플레이 해 볼 생각입니다. 하지만 그 뒤 삭제하고 슈퍼파워2 스팀 버전이나 구매 해볼까 생각중입니다. 기존 게임 팬 분들도 어지간하면 구입하지 마시고, 구입 하시더라도 2시간이내 그냥 환불 받으시고 한 1년~2년 뒤쯤 70%이상 할인 때리면 그때 받아보시는걸 추천합니다.",2022-10-08 12:47:28
67,68,False,이 미친놈들아 이 돈 받고 게임이라고 부를 수도 없는 물건을 파는게 맞니??? 그냥 UI 작동 데모라고 해도 시원찮을 정도겠다 에잉 싸발것,2022-10-08 11:52:43
68,69,False,전작보다 못함. 대실망,2022-10-08 11:31:17
69,70,False,"개씹똥망겜, 차라리 슈퍼파워2 그래픽이나 미니멀한 부분을 개선해서 리덕스로 내놔라. 환불한다 ㅅㄱ",2022-10-08 09:14:56
70,71,False,개 ㅈ 이네,2022-10-08 09:11:53
71,72,False,10년을 기다린 내가 병신이지 ㅋㅋ 시작하자마자 골램랩스 딱 뜨고 소리에 소름돋고 게임플레이에 소름이 씨발 돌았다 씨이발,2022-10-08 08:41:51
72,73,False,오류가 많이 난다.,2022-10-08 08:22:06
73,74,False,진짜 슈파2가 훨씬~나음 ㅇㅇ 개똥겜을 만들어놨음 진짜로 아니 슈파2보다 더 못만들면 어떡하자는거야 도대체가 진짜 돈아까워요 30000원이나 한다고 이게? 싯팔 3000원이면 생각해보겠네 이정도면 아니 ui가 너무너무너무 알아먹기가 힘듬 도대체 뭐가 뭔지 잘 모르겠음 이거 사지마셈 나도 지금 환불할까 생각중임,2022-10-08 08:10:05
74,75,False,슈퍼 파워2보다 못한 게임...ㅠㅠ 최악 입니다....전쟁장면...군사 장비및 무기 디테일 최악..... 신경좀 쓰고 만들고 출시하던가~~;;각종 오류 많이 뜨고...ㅠㅠ,2022-10-08 07:18:57
75,76,False,기대한만큼 실망도 크다더니.... 차라리 슈퍼파워2 리마스터를 하는게 백번 좋을 듯하다. 6년 만에 평가글 쓰게 만드는 작품. 10년 넘게 출시를 안한 이유는 뭔지 도대체란게 이해가 되지를 않네.,2022-10-08 07:09:45
76,77,False,"플탐 3시간, 환불함. 이게임은 여러분의 추억을 철저하게 겁탈할 준비가 되어있음. 디아3는 그래도 균열도는 도중에 잣는데 이건 지구본 보는 순간 잠듦.... UI는 2022년 게임이라고 믿기지 않음... 그리고 게임 초반에 지도자 커스터마이징은 왜만든건지 알수도 없음... 아무짝에도 쓸모없음.... 그리고 이게임을 첨접하는 뉴비들은 튜토리얼? 그런거 기대하지마세요. 비유하면 스타 뉴비를 헌터맵에 1(유저):178(PC) 프리포올 모드로 집어넣는거임.",2022-10-08 07:02:49
