index,recommend,content,datetime
13,False,"처음에 나왔을 때  높은 진입장벽으로 접었는데

다시 완전 새로운 게임만큼 변화를 했다고 하여 복귀를 했다

확실히 예전보다 진입장벽 낮아지고 그만큼 재미도 있었다

하지만  여전히 접근성이 마냥 좋지는 않다

유저수 늘리고 싶으면 더 쉽게 만들기 위해 고민하고 또 갈아 엎어야 한다고 생각한다

지금 시스템을 유지하면  장시간 뒤에 

또 정식출시전과 똑같이 유저수는 지금 정도 수준에서 고정 및 하락세를 보일것 이다.

개발자 분들 AOS,배틀로양 경험이 있으며 이리는 안해본 완전 신규유저 5명만 모아서

3~4시간 만 플레이 시키고 피드백 받아봐라 그 평이 이리의 현실이고 이리의 미래다.

부디 더 고민해보고 더 쉽고 더 재밌게 그래서 더 많은 유저들과 재밌는 플레이 할 수 있는

그런 게임이 되도록 응원 하겠다.",2023-09-16 07:16:21
14,True,롤같은 게임 잘 못하는데도 할만합니다. 재밌네요.,2023-08-25 06:30:34
15,True,정식출시하고 겁나 재밌어짐,2023-08-22 16:56:23
16,False,하지마라.,2023-07-11 15:15:28
17,True,갓겜,2023-06-25 15:17:48
18,True,이터널리턴 갓겜입니다.... 떠나지 말아줘요,2023-04-05 07:59:31
19,False,로딩 개선안하냐 ㅈㄴ똥겜이네 ㅆ발,2023-03-20 13:31:10
20,False,병신 억까겜,2023-03-19 05:28:08
21,False,사출 방지 삭제해라,2023-01-11 09:51:55
22,True,게임됫습니다,2022-12-17 09:19:32
23,True,"선일아, 승준아 같이 좀 하자",2022-11-26 15:56:40
24,True,계속죽긴하는데 재밌음,2022-06-09 15:40:47
25,True,같이하면 재밌을것같은데 찐따라서 같이할친구가한명도 읎다.......ㅠ,2022-02-25 14:55:49
26,True,난 잼있으니 성공해라!!!!!!,2022-01-10 13:01:33
27,True,재미있습니다. 상당히,2022-01-09 13:07:19
28,True,진짜 재밌음,2021-12-14 02:03:01
29,True,블랙서바이벌의 자식. 재미있다. 크로니도 하는 갓겜,2021-11-30 02:21:44
30,False,망겜,2021-11-28 14:44:57
31,True,졸잼,2021-09-16 07:33:28
32,True,정치 좃망겜,2021-09-05 03:43:41
33,True,d,2021-07-21 12:22:40
34,True,하다보면 개빡쳐서 강종하게 되는 게임 그렇게 게임끄고 침대에 누우면 생각나서 또 키게되는 게임 근데 또 플레이버튼 누르기 무서운 게임... 마약이다 마약...,2021-06-30 14:21:21
35,True,지구 역사상 최고의 게?임,2021-06-25 06:20:57
36,True,섹스다,2021-05-28 11:10:15
37,True,앙 라이따~,2021-05-09 06:44:49
38,True,롤 + 배틀로얄 + 운빨파밍 = ?,2021-04-07 00:13:10
39,False,아니시발 이거 원거리 게임입니까 ? 아니 원거리들은 스턴 이동속도 다있는데 근거리는 뭐가있습니까? 진짜 내가 운영자 하면 밸런스 이렇게 안만들어여 이게 왜 무료 인지 이제암 만약유로 게임였으면 ㅋㅋ 개망했음,2021-04-02 02:43:02
40,True,AI 어려움 상대로 연습하고 1등하고서야 일반전 솔로 갔습니다. 연습의 결과는 달콤해서 재수 좋게 9킬로 1등했습니다!! 이젠 저는 유종의 미를 거두었으니 이제 탈주하고 AI하고만 놀겠습니다.,2021-02-25 23:13:45
41,True,모바일 블랙서바이벌부터 해왔던 유저인데 모바일판하고 아이템이나 장비가 익숙한 것들이 꽤 있어 적응하기는 생각보다 쉬웠습니다. 그리고 확실이 유저층이 많으니까 매칭도 빨리 잡혀서 좋았습니다.,2021-02-12 12:24:09
42,True,재미,2021-02-09 11:32:10
43,True,음 나름 괜찮은 게임,2021-01-30 07:56:31
44,True,이 갓겜은 무조건 해야됩니다. 롤과 배그의 장점을 섞은 최고의 게임,2021-01-30 06:52:43
45,False,개병신 겜,2021-01-27 04:47:16
46,True,ㄱㅆㅅㅌㅊ,2021-01-23 15:02:04
47,True,재미있어요,2021-01-04 00:17:04
48,True,ㅅㅂ 서버관리 안하냐 왤케 버벅되냐,2021-01-02 13:52:08
49,True,"재밌어요. 처음에 가이드시스템이 이해가 안되서, 헤매는 느낌이 있긴한데,
이해하고나면 의외로 간단해요... 루트지정해서, 노란표딱지붙은거만 제작하고, 줍고,
트랩이나 음식은 본인 센스입니다.!! 물론 전 맨날 눕지만요...
가이드라인없이 장비레시피를 외우는 사람이 고수일듯요.",2020-12-19 03:43:13
50,True,"배틀그라운드,롤의 시스템을 적절히 잘 버무려
기발한 아이디어로 좀 더 새로운것을 만들어냈다.

이런 게임이 성공 했으면 좋겠다,",2020-12-14 12:33:46
51,True,시간가는줄 몰랐네,2020-12-10 12:52:17
52,True,쉬우면서 재밋음,2020-12-10 10:10:23
53,True,"줜나 재밌네 롤에서 상처 받은걸 여기에서 치유받는 느낌
듀오 돌릴때 아이템 필요한거 덜궈주면 은근감동느낌 분식집에서는 못느끼는 순한맛...",2020-12-06 11:35:57
54,True,재밌음,2020-11-29 12:40:07
55,False,킬을 땄는데 시발 점수가 왜 깎이냐 진짜 병신이네,2020-11-27 20:12:29
56,True,롤 프리시즌보다 재밌음,2020-11-27 16:18:11
57,True,it's better than lol and BattleGround !!!,2020-11-23 11:03:41
58,False,매칭 버그있습니까? 계속 매칭창만 보고 있으니 짜증나네 패치쫌 해요 제발 ㅡㅡ 하 매칭준비안하면 게임패널티나 랜덤으로 골라줘요 제발 게임할수가없네 서버도 계속 안열려있으면서,2020-11-14 21:45:12
59,True,잼슴,2020-11-12 10:32:24
60,True,생각보다재밌음,2020-11-06 14:36:09
61,True,생각보다 개꿀잼임,2020-11-06 13:11:50
62,True,갓겜,2020-10-28 21:47:58
