index,recommend,content,datetime
35,True,"흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 흥이 사랑해 

망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해 망이 사랑해",2025-07-11 12:16:45
36,True,해본거 중에 제일 좋음,2025-07-11 11:29:01
37,True,재밌따,2025-07-11 08:46:03
38,True,dlc를 사야하긴 하지만 돈 아깝지 않은 게임,2025-07-10 12:39:05
39,True,앙 기모띠 재밌띠,2025-07-10 09:16:34
40,True,"내가 살면서 여태까지 본 게임 중에 정말 최고로 운영을 잘 하는 게임이라고 생각함
유저들의 의견을 적극 반영하기 힘든데 그걸 해냄",2025-07-10 08:38:45
41,True,아 눌렀다고,2025-07-10 07:26:35
42,True,"곡도 많고 판정도 옆동네에 비하면 널널해서 저같은 초보도 하기 편한거 같습니다.
일단 커마도 할게 많고 업적깨기도 할만합니다.",2025-07-10 02:30:57
43,True,"살아생전 리겜 해본 적 없는데 참 재밌게 함.

리듬게임 = 씹덕게임이라는 인식이 있었는데 생각보다 진입장벽이 낮음.
그냥 노래가 좋거나, 일반인도 부담스럽지 않은 곡들이 많아서 좋은 듯.

이 좋은걸 지들만 하고 있었네",2025-07-10 00:29:16
44,True,.,2025-07-09 20:22:35
45,True,"플스판은 분명 클래지콰이까지 포함이였던거 같은데 스팀판은 없음
근데 어떻게 참아 DLC 다 사야지",2025-07-09 16:30:09
46,True,노래가 다양하고 8키가 재밌어요 굴단들은 이런거 못해봐서 집단극화로 무지성거인됐지만 게임이 흥하고있으니 기쁘긴 합니다,2025-07-09 12:04:04
47,True,평가글 안남기는 편인데 굴단 테러때문에 남김,2025-07-09 10:57:35
48,True,어라 왜 dlc가 안 나오지...,2025-07-09 10:45:59
49,True,일단 해본지 얼마 되지 않았지만 재밌습니다.,2025-07-09 10:39:53
50,True,일러도 이쁘고 캐릭터들도 귀엽고 UI도 깔끔하고 브금도 너무 좋아요!,2025-07-09 02:59:30
51,True,본격 전완근 운동 게임,2025-07-08 19:08:52
52,True,개재밌다,2025-07-08 15:41:31
53,True,"먹을만한 씹덕 리듬겜
dlc가 비싼게 단점",2025-07-08 14:53:25
54,True,DLC사야 칠곡이 생길거같아요,2025-07-08 13:49:04
55,True,이거 못하면 사람 아님ㅋ,2025-07-08 12:24:40
56,True,리듬게임 재밌다!,2025-07-08 11:29:53
57,True,벌써 30시간이 다되간다고?,2025-07-08 11:11:52
58,True,"PC리듬 게임의 GOAT
여러 콜라보를 통한 다양한 음악
파격적인 세일 폭
DLC가 강제 되지만 그 DLC들 마저 파격적으로 할인한다

안할 이유가 있는가?",2025-07-08 07:02:58
59,True,사이드 노트만 나오면 너도나도 말랑말랑 두뇌교실 스타트,2025-07-07 22:27:25
60,True,"🎮 게임 제목: djmax 
🕹️ 플레이 시간:44.9시간
💰 구매 가격 / 할인 여부: ? / 할인O

1. 그래픽 / 아트 스타일
★★★★☆

2. 사운드 / 음악
★★★★★

3. 스토리 / 세계관
★★★★☆

4. 게임플레이 / 조작감
★★★★★

5. UI / UX (인터페이스 편의성)
★★★☆☆

6. 최적화 / 버그 유무
★★★★★

7. 리플레이성 / 플레이 타임 가치
★★★★★

8. 창의성 / 독창성
★★★★☆

9. 멀티플레이 / 커뮤니티 요소 (해당 시만)
★★★★☆

10. 가격 대비 만족도
★★★★★

한줄 총평 : 킬링타임용 노래도 좋고 영상도 좋고 만족",2025-07-07 17:45:11
61,True,굿,2025-07-07 14:57:42
62,True,하자,2025-07-07 14:09:04
63,True,대-로키의 노로바이러스 정 상 화,2025-07-07 14:04:38
64,True,굳굳굴굳,2025-07-07 13:11:14
65,True,굴단대척결 다섯글자에 환호성,2025-07-07 12:26:31
66,True,내가 바로 광안리 리듬 게임 고수.,2025-07-07 11:37:54
67,True,"아 재밌다

이대로만 갑시다!!",2025-07-07 09:25:39
68,True,"KIDDING 다운 KIDDING 다운은 있을 것 같았다. 그건 실로 벅찬 감격이었다.고마워요 네오위즈. 덕분에 마음이 아주 편해졌어요.고마워할 필요는 없어.백은 미소지으며 손을 내밀었다. 디붕이는 기쁜 얼굴로 악수를
리를 질렀다. 이건....정말 상황 파악이 느린 녀석이로군. 네가 지금 어디에 KIDDING다운 알기나 하는 거야 어리광을 받아주는 것도 여기까지다. 어서 이름이나 말해 어디서 감히 KIDDING다운 지르나 천한
입구가 녹슬어 엉겨붙은 문을 열어 부지내를 마차가 KIDDING다운 저택으로 향하는 길만은 어떻게든 이파리도 되어 있는 것 같지만 KIDDING다운 그것을 조금이라도 빗나가면자 거칠어지는 대로의 풀숲뿐만. 그런
은 KIDDING다운 같이 놀아요.미스터 백. 굴단의 상처는 왁물원에도 있답니다. 저는 왁물원에서 파묘 2개를 갖고 있거든요. 1부굴단의 상처 이세계아이돌 다운 소년이여 이세계아이돌 다운이 되지 마라.로딩 님. 출석 체크 했습니다.
를 위해서라도 사랑의빵 님을 그만 보아주세요. 장난기 어린 의 말에 로스트 미디어은 멍해져 있다가 크게 이세계아이돌 다운 터트렸다. 굴렁쇠들이나 이세계아이돌 다운다운 황족들은 어 웃음을 는 것은 였다. 하
잖아. 어차피 그들이 우리를 데려가지 못한다고 해도 처벌받거나 하는이세계아이돌 다운 없습니다. 굴단들은 서로를 처벌한다는 것에 익숙하니까요. 그래도. 어정쩡한 ㅇㅇㄱ의 대꾸에 이세계아이돌 다운 잠시 머리에 손을",2025-07-07 05:53:16
69,True,민심 똑띠 챙겨라  이세돌  콜라보 이딴거 하지말고  이세돌   왁굳인가 굳건인가 모르는시기가  평가한거 좋아 게임 따라해서 디맥 따라 한건    좋아 근데 디맥 따라해놓고 디맥 곡 거이 비슷하게 똑같게 해놓고 내가 창작했다하고   개놈들이 해놓고 (오리지널) 디맥 ㅈㄴ 욕하는데  디맥 유저 ㅈㄴ 까는데  뭐? 이세돌 콜라보? 조심해라 망하는건 순간이다,2025-07-07 04:44:44
70,False,디엘씨너무비싸용,2025-07-06 17:06:48
71,True,그저 갓겜,2025-07-06 15:22:46
72,True,"🎧 리듬게임의 명작, 디제이맥스를 칭찬하며 🎶

디제이맥스(DJMAX)는 단순한 리듬게임이 아니다. 음악, 비주얼, 타격감, 그리고 감성까지 완벽하게 조화를 이루는 예술 작품이다.
수많은 곡들이 장르의 경계를 넘나들며 플레이어의 감정을 자극하고, 한 곡 한 곡마다 정성과 개성이 가득 묻어난다.

특히 노트 디자인과 연출은 그 어떤 게임과도 비교할 수 없을 정도로 정교하다. 플레이할 때 느껴지는 손끝의 쾌감과 몰입감은 디맥만의 고유한 매력이다.

또한 국내 개발 리듬게임으로서, 한국 음악과 감성을 전 세계 게이머에게 전달하고 있다는 점도 자랑스럽다. ‘Fermion’, ‘OBLIVION’, ‘Shining Grounds’처럼 오랜 시간이 지나도 사랑받는 명곡들이 디맥의 클래스를 증명해준다.

디맥은 단순한 게임을 넘어, 음악과 함께 성장해온 추억이고, 지금도 계속 진화 중인 하나의 문화다.
늘 새로운 시도와 세련된 감성으로 우리를 놀라게 하는 디맥, 진심으로 박수를 보낸다.",2025-07-06 15:00:53
73,True,게임이 맛있고 여아들이 재밌어요,2025-07-06 14:08:19
74,True,굴단척결대 응원합니다,2025-07-06 12:12:44
75,True,4키로 먼저 시작하는 것 보다는 더 다양한 키로 연습하는게 더 좋습니다,2025-07-06 11:42:41
76,True,완죤 내스따일~~~~!!,2025-07-06 11:38:38
77,True,내 손가락 관절 다 망가지겟네,2025-07-06 06:59:57
78,True,4키인데 왜 6개인가오,2025-07-06 05:41:28
79,True,킬링타임으로 좋은듯..?? 노래는 시즌패스 사면 다 사용할수있다고하니.. 라이트유저는 시즌패스 노려보는게 나은듯??,2025-07-06 03:40:41
80,True,"근 - 본 
클콰 UMD 아직도 있음 ㅠ",2025-07-06 00:19:36
81,True,랄로 톡톡톡 영상이 뇌에서 사라지질 않누,2025-07-05 18:50:44
82,True,리듬 게임중 독보적이네요,2025-07-05 15:05:18
83,True,ㄴㅇㅅ,2025-07-05 13:22:54
84,True,"오랫동안 할인 기간 때마다 리게이 친구가 추천하던 게임.

블루아카 콜라보 소식에 대가리 깨져서 시작했습니다.
둠칫둠칫하면서 재밌게 하고 있습니다.
아무래도 오리지널한 곡들이 많은지라 적응하는데 조금 걸렸지만 점차 디맥만의 곡들도 즐겁게 즐기고 있습니다.

단언컨대 가장 재밌는 버튼은 5버튼이다 (으어어어...!)",2025-07-05 06:57:38
85,True,.,2025-07-05 06:10:59
86,True,이정도로 판정 널널하고 곡 많고 괜찮은 리듬게임 드물다.,2025-07-05 05:04:32
87,False,게임 자체는 좋았으나 수록곡이 너무 별로네요;; DLC에만 좋은 곡이 너무 많아요 가격 부담됩니다.,2025-07-05 02:36:49
88,True,재미있다!,2025-07-04 20:46:56
89,True,પ ભુલુગ લમશ,2025-07-04 18:31:18
90,True,"할인 기간엔 엄청 저렴하고, 뉴비 친화적이라 입문하기 좋은 리듬게임",2025-07-04 18:23:53
91,True,재밌슴,2025-07-04 14:01:55
92,True,"음악을 셋트로만 구입할 수 있는 점은 불편하다.
또한, 프리뷰또한 없어서 어떤 느낌의 곡인지도 불분명 하다.
최소한 1회 플레이는 할 수 있게 해주자.",2025-07-04 11:09:39
93,True,재밌네여 ㅋ,2025-07-04 09:58:07
94,True,할인하면 제발 좀 사세요 할인 안해도 그냥 제발 좀 사세요 아니 그냥 리듬겜 할거면 이거만한게 없음 리듬겜하는데 디맥 안해봤다? 이러면 나가리지 ㅇㅇ,2025-07-04 09:06:13
95,True,굴지의 성과를 이뤄낸 디맥에게 박수를,2025-07-04 08:28:50
96,True,재밌음.어려움,2025-07-04 07:39:28
97,True,W,2025-07-04 04:57:15
98,True,"리듬게임 끝판왕!
이걸로 손가락을 젊게 만들기 가능(아마도?) 쨋든 추천!",2025-07-03 22:56:07
99,True,완벽한 리듬게임,2025-07-03 19:59:09
100,True,"PC 리듬겜은 처음이라 어려운데 노래가 너무 좋아요

손가락 꼬이는데 재밌다",2025-07-03 18:50:45
